more_information,info_id,date
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-08
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-09
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-12
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-13
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-14
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-15
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.
Please join us at our head office - 88 Old St, London EC1V 9HU - and show support
https://linktr.ee/uniteatshelter",55,2022-12-16
Latest date of action 1 October,56,2022-10-01
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-05
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-06
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-07
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-08
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-09
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-12
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-13
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-14
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-15
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.
Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Manchester Hub - Victoria House, 119 Princess St, Manchester M1 7AG - and show support
https://linktr.ee/uniteatshelter",57,2022-12-16
https://www.unitetheunion.org/news-events/news/2022/november/drinkers-facing-christmas-beer-drought-as-greene-king-workers-strike-over-pay/,58,2022-12-05
https://www.unitetheunion.org/news-events/news/2022/november/drinkers-facing-christmas-beer-drought-as-greene-king-workers-strike-over-pay/,58,2022-12-06
https://www.unitetheunion.org/news-events/news/2022/november/drinkers-facing-christmas-beer-drought-as-greene-king-workers-strike-over-pay/,58,2022-12-07
https://www.unitetheunion.org/news-events/news/2022/november/drinkers-facing-christmas-beer-drought-as-greene-king-workers-strike-over-pay/,58,2022-12-08
https://www.unitetheunion.org/news-events/news/2022/november/drinkers-facing-christmas-beer-drought-as-greene-king-workers-strike-over-pay/,58,2022-12-09
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-05
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-06
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-07
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-08
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-09
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-12
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-13
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-14
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-15
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our London Hub - 26-28 Ramsgate Street, London E8 2NA - and show support
https://linktr.ee/uniteatshelter",59,2022-12-16
"A long standing dispute in which universities become ever richer due to demanding more from their staff, cutting staff numbers, supporting the trashing of a perfectly good pension scheme and promoting precarious employment that discriminates through huge pay gaps based on gender, race and disability.",60,NA
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-05
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-06
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-07
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-08
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-09
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-12
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-13
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-14
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-15
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage. Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Sheffield Hub - 33-37 Hereford Street, S1 4PP - and show support
https://linktr.ee/uniteatshelter",61,2022-12-16
https://www.ucu.org.uk/article/12469/FAQs,62,2022-11-24
https://www.ucu.org.uk/article/12469/FAQs,62,2022-11-25
https://www.ucu.org.uk/article/12469/FAQs,62,2022-11-30
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Lancashire Hub - Blackburn Central Library, Town Hall St, Ewood, Blackburn BB2 1AG - and show support
https://linktr.ee/uniteatshelter",63,2022-12-05
"Shelter staff work tirelessly to keep roofs over people’s heads. But senior management’s refusal to make a decent pay award means that soon, some Shelter staff will be facing the very real threat of homelessness themselves.

Over 600 members of Unite, Britain and Ireland’s largest union, employed by the housing and homeless charity Shelter, will take ten days of strike action beginning on Monday 5th December in a dispute over pay.

Shelter management needs to invest in and protect its staff so they can continue their vital work on the frontline of the housing crisis.

With over at least £13.4 million in reserves - significantly more than the reserves target of £8.9 million, Shelter can more than afford to pay its staff a decent wage.

Reserves are saved for a rainy day – but Shelter staff cannot be any clearer that it’s currently pouring.

Please join us at our Lancashire Hub - Blackburn Central Library, Town Hall St, Ewood, Blackburn BB2 1AG - and show support
https://linktr.ee/uniteatshelter",63,2022-12-06
