id,trade_unions_taking_action,email_solidarity,employer_name,action_reason,action_start,constituency,region,country,more_information,strike_status,status,location/lat,location/lng,twitter_handles,union/slug,union
32174,Educational Institute of Scotland, enquiries@eis.org.uk,Warout Primary & Community School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.193763,-3.170362,,eis,
31275,Educational Institute of Scotland, enquiries@eis.org.uk,Dalziel High School,Pay,2023-01-11T00:00:25+00:00,Motherwell and Wishaw,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.786648,-3.999906,,eis,
19932,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Kingston and Surbiton,London,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.404724,-0.292814,@CWUnews,cwu,
20006,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Westmorland and Lonsdale,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.394851,-2.92033,@CWUnews,cwu,
20007,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Morecambe and Lunesdale,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.071891,-2.866939,@CWUnews,cwu,
31276,Educational Institute of Scotland, enquiries@eis.org.uk,Our Lady's High School - Motherwell,Pay,2023-01-11T00:00:25+00:00,Motherwell and Wishaw,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.777046,-3.976261,,eis,
31278,Educational Institute of Scotland, enquiries@eis.org.uk,St Aidan's High School,Pay,2023-01-11T00:00:26+00:00,Motherwell and Wishaw,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.780024,-3.917666,,eis,
31281,Educational Institute of Scotland, enquiries@eis.org.uk,Cardinal Newman High School,Pay,2023-01-11T00:00:26+00:00,"Coatbridge, Chryston and Bellshill",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.816528,-4.035596,,eis,
32177,Educational Institute of Scotland, enquiries@eis.org.uk,Kinglassie Primary School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.175849,-3.233009,,eis,
32180,Educational Institute of Scotland, enquiries@eis.org.uk,Fair Isle Primary School,Pay,2023-01-10T00:00:00+00:00,Kirkcaldy and Cowdenbeath,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.130277,-3.186018,,eis,
32747,Educational Institute of Scotland, enquiries@eis.org.uk,Sgoil-nan-Loch,Pay,2023-01-10T00:00:00+00:00,Na h-Eileanan an Iar,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,58.142668,-6.456561,,eis,
31285,Educational Institute of Scotland, enquiries@eis.org.uk,Westray Junior High School,Pay,2023-01-11T00:00:26+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,59.321088,-2.989248,,eis,
32182,Educational Institute of Scotland, enquiries@eis.org.uk,Pathhead Primary School,Pay,2023-01-10T00:00:00+00:00,Kirkcaldy and Cowdenbeath,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.127132,-3.145123,,eis,
31287,Educational Institute of Scotland, enquiries@eis.org.uk,Stromness Academy,Pay,2023-01-11T00:00:26+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,58.969994,-3.290002,,eis,
31288,Educational Institute of Scotland, enquiries@eis.org.uk,Stronsay Junior High School,Pay,2023-01-11T00:00:27+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,59.120967,-2.611296,,eis,
32183,Educational Institute of Scotland, enquiries@eis.org.uk,St Marie's R C Primary School,Pay,2023-01-10T00:00:00+00:00,Kirkcaldy and Cowdenbeath,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.130386,-3.149164,,eis,
31291,Educational Institute of Scotland, enquiries@eis.org.uk,The Community School of Auchterarder,Pay,2023-01-11T00:00:27+00:00,Ochil and South Perthshire,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.296943,-3.707356,,eis,
32748,Educational Institute of Scotland, enquiries@eis.org.uk,Shawbost School,Pay,2023-01-10T00:00:00+00:00,Na h-Eileanan an Iar,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,58.327145,-6.682114,,eis,
20008,Communication Workers Union (CWU),info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Morecambe and Lunesdale,North West,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,54.129864,-2.770027,@CWUnews,cwu,
31294,Educational Institute of Scotland, enquiries@eis.org.uk,Crieff High School,Pay,2023-01-11T00:00:27+00:00,Ochil and South Perthshire,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.369967,-3.836352,,eis,
32188,Educational Institute of Scotland, enquiries@eis.org.uk,Leslie Primary School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.20033,-3.221625,,eis,
31296,Educational Institute of Scotland, enquiries@eis.org.uk,Perth Academy,Pay,2023-01-11T00:00:27+00:00,Perth and North Perthshire,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.390806,-3.458311,,eis,
31297,Educational Institute of Scotland, enquiries@eis.org.uk,Perth Grammar School,Pay,2023-01-11T00:00:27+00:00,Perth and North Perthshire,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.409452,-3.443561,,eis,
32755,Educational Institute of Scotland, enquiries@eis.org.uk,Corrie Primary School,Pay,2023-01-10T00:00:00+00:00,North Ayrshire and Arran,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.645055,-5.141024,,eis,
31300,Educational Institute of Scotland, enquiries@eis.org.uk,St Benedict's High School,Pay,2023-01-11T00:00:28+00:00,Paisley and Renfrewshire North,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.845219,-4.512221,,eis,
31301,Educational Institute of Scotland, enquiries@eis.org.uk,Park Mains High School,Pay,2023-01-11T00:00:28+00:00,Paisley and Renfrewshire North,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.902439,-4.452534,,eis,
32189,Educational Institute of Scotland, enquiries@eis.org.uk,Mountfleurie Primary School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.198877,-3.014663,,eis,
31303,Educational Institute of Scotland, enquiries@eis.org.uk,Linwood High School,Pay,2023-01-11T00:00:28+00:00,Paisley and Renfrewshire North,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.849366,-4.509836,,eis,
33339,Educational Institute of Scotland, enquiries@eis.org.uk,Thornhill Primary School,Pay,2023-01-10T00:00:00+00:00,Stirling,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.172546,-4.154657,,eis,
31307,Educational Institute of Scotland, enquiries@eis.org.uk,St Andrew's Academy,Pay,2023-01-11T00:00:28+00:00,Paisley and Renfrewshire South,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.830788,-4.392128,,eis,
31308,Educational Institute of Scotland, enquiries@eis.org.uk,Renfrew High School,Pay,2023-01-11T00:00:29+00:00,Paisley and Renfrewshire North,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.871423,-4.385341,,eis,
32191,Educational Institute of Scotland, enquiries@eis.org.uk,Markinch Primary School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.202517,-3.135409,,eis,
31310,Educational Institute of Scotland, enquiries@eis.org.uk,Gryffe High School,Pay,2023-01-11T00:00:29+00:00,Paisley and Renfrewshire North,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.866162,-4.551903,,eis,
32197,Educational Institute of Scotland, enquiries@eis.org.uk,Coaltown of Wemyss Primary School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.150002,-3.092281,,eis,
32758,Educational Institute of Scotland, enquiries@eis.org.uk,Shiskine Primary School,Pay,2023-01-10T00:00:00+00:00,North Ayrshire and Arran,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.515083,-5.310776,,eis,
31313,Educational Institute of Scotland, enquiries@eis.org.uk,Galashiels Academy,Pay,2023-01-11T00:00:29+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.612794,-2.812819,,eis,
31314,Educational Institute of Scotland, enquiries@eis.org.uk,Selkirk High School,Pay,2023-01-11T00:00:29+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.549106,-2.8339,,eis,
31316,Educational Institute of Scotland, enquiries@eis.org.uk,Jedburgh Grammar School,Pay,2023-01-11T00:00:29+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.47965,-2.548561,,eis,
31317,Educational Institute of Scotland, enquiries@eis.org.uk,Kelso High School,Pay,2023-01-11T00:00:29+00:00,"Berwickshire, Roxburgh and Selkirk",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.608275,-2.437013,,eis,
32199,Educational Institute of Scotland, enquiries@eis.org.uk,Rosslyn School,Pay,2023-01-10T00:00:00+00:00,Kirkcaldy and Cowdenbeath,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.130298,-3.128535,,eis,
19541,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,North West Leicestershire,East Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.824724,-1.331344,@CWUnews,cwu,
19635,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Edinburgh South West,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.923227,-3.305134,@CWUnews,cwu,
19636,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Edinburgh South West,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.923227,-3.305134,@CWUnews,cwu,
19637,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Edinburgh South West,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,55.923227,-3.305134,@CWUnews,cwu,
31320,Educational Institute of Scotland, enquiries@eis.org.uk,Aith Junior High School,Pay,2023-01-11T00:00:30+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,60.283911,-1.379675,,eis,
31321,Educational Institute of Scotland, enquiries@eis.org.uk,Baltasound Junior High School,Pay,2023-01-11T00:00:30+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,60.75868,-0.881017,,eis,
32760,Educational Institute of Scotland, enquiries@eis.org.uk,Stanley Primary School,Pay,2023-01-10T00:00:00+00:00,North Ayrshire and Arran,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.652894,-4.806556,,eis,
31323,Educational Institute of Scotland, enquiries@eis.org.uk,Anderson High School,Pay,2023-01-11T00:00:30+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,60.154286,-1.164793,,eis,
31324,Educational Institute of Scotland, enquiries@eis.org.uk,Mid Yell Junior High School,Pay,2023-01-11T00:00:30+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,60.601359,-1.068406,,eis,
32202,Educational Institute of Scotland, enquiries@eis.org.uk,Pitcoudie Primary School,Pay,2023-01-10T00:00:00+00:00,Glenrothes,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.207426,-3.175486,,eis,
31326,Educational Institute of Scotland, enquiries@eis.org.uk,Whalsay School,Pay,2023-01-11T00:00:30+00:00,Orkney and Shetland,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,60.341541,-1.009625,,eis,
19094,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Aberdeen South,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,57.11134,-2.094009,@CWUnews,cwu,
19095,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Aberdeen South,null,Scotland,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,57.11134,-2.094009,@CWUnews,cwu,
19122,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Welwyn Hatfield,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.774784,-0.250787,@CWUnews,cwu,
19124,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,Welwyn Hatfield,East of England,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,51.774784,-0.250787,@CWUnews,cwu,
19127,,info@cwu.org,Royal Mail,Pay,2022-12-01T00:00:00+00:00,"Birmingham, Selly Oak",West Midlands,England,"Next picket dates: 1 December. Friday 9 December, Sunday 11 December, Wednesday 14 December, Thursday 15 December, Friday 23 December and Saturday 24 December",ACTIVE,,52.427519,-1.891098,@CWUnews,cwu,
31327,Educational Institute of Scotland, enquiries@eis.org.uk,Ayr Academy,Pay,2023-01-11T00:00:30+00:00,"Ayr, Carrick and Cumnock",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.459509,-4.609889,,eis,
32207,Educational Institute of Scotland, enquiries@eis.org.uk,Auchtermuchty Primary School,Pay,2023-01-10T00:00:00+00:00,North East Fife,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,56.293279,-3.230842,,eis,
31330,Educational Institute of Scotland, enquiries@eis.org.uk,Girvan Academy,Pay,2023-01-11T00:00:31+00:00,"Ayr, Carrick and Cumnock",null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.239533,-4.845285,,eis,
31332,Educational Institute of Scotland, enquiries@eis.org.uk,Prestwick Academy,Pay,2023-01-11T00:00:31+00:00,Central Ayrshire,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.502858,-4.604068,,eis,
31333,Educational Institute of Scotland, enquiries@eis.org.uk,Marr College,Pay,2023-01-11T00:00:31+00:00,Central Ayrshire,null,Scotland,"Teachers will be engaging in further strike action in the New Year. On Tuesday 10th January, the EIS will call all its Primary, Special Schools (Primary and Primary/Secondary), and Early Years teacher members across Scotland to take another day of strike action.We can also now confirm that Scotland's teachers will strike on sixteen consecutive days in January and February, with teachers in two local authorities on strike on each of these sixteen days.",ACTIVE,,55.548874,-4.645498,,eis,
